sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,Microsoft Academic Paper ID,WHO #Covidence,has_full_text,year,abstract_word_count
,CZI,"Air, Surface Environmental, and Personal Protective Equipment Contamination by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) From a Symptomatic Patient",10.1001/jama.2020.3227,,,,"Coronaviruses have been implicated in nosocomial outbreaks with environmental contamination as a route of transmission. Similarly, nosocomial transmission of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has been reported. However, the mode of transmission and extent of environmental contamination are unknown.",2020-01-01,"Ong, Sean Wei Xiang; Tan, Yian Kim; Chia, Po Ying; Lee, Tau Hong; Ng, Oon Tek; Wong, Michelle Su Yen; Marimuthu, Kalisvar",JAMA,2968894028.0,#3868,,2020.0,41
,CZI,Priorities for the US Health Community Responding to COVID-19,10.1001/jama.2020.3413,,32125355.0,,,2020-01-01,"Adalja, Amesh A.; Toner, Eric; Inglesby, Thomas V.",JAMA,3006304371.0,#3467,,2020.0,0
,CZI,"To ease anxiety over coronavirus, leaders prescribe dose of common sense",10.1002/adaw.32649,,,,Wash hands thoroughly.,2020-01-01,"Enos, Gary",Alcoholism & Drug Abuse Weekly,2052183476.0,#5199,,2020.0,3
,CZI,Hematologic parameters in patients with COVID-19 infection,10.1002/ajh.25774,,32129508.0,,,2020-01-01,"Fan, Bingwen Eugene; Chong, Vanessa Cui Lian; Chan, Stephrene Seok Wei; Lim, Gek Hsiang; Lim, Kian Guan Eric; Tan, Guat Bee; Mucheli, Sharavan Sadasiv; Kuperan, Ponnudurai; Ong, Kiat Hoe",Am J Hematol,2600109316.0,#4086,,2020.0,0
,CZI,Learning from the Past: Possible Urgent Prevention and Treatment Options for Severe Acute Respiratory Infections Caused by 2019-nCoV,10.1002/cbic.202000047,,,,"With the current trajectory of the 2019-nCoV outbreak unknown, public health and medicinal measures will both be needed to contain spreading of the virus and to optimize patient outcomes. Although little is known about the virus, an examination of the genome sequence shows strong homology with its better-studied cousin, SARS-CoV. The spike protein used for host cell infection shows key nonsynonymous mutations that might hamper the efficacy of previously developed therapeutics but remains a viable target for the development of biologics and macrocyclic peptides. Other key drug targets, including RNA-dependent RNA polymerase and coronavirus main proteinase (3CLpro), share a strikingly high (>95 %) homology to SARS-CoV. Herein, we suggest four potential drug candidates (an ACE2-based peptide, remdesivir, 3CLpro-1 and a novel vinylsulfone protease inhibitor) that could be used to treat patients suffering with the 2019-nCoV. We also summarize previous efforts into drugging these targets and hope to help in the development of broad-spectrum anti-coronaviral agents for future epidemics.",2020-01-01,"Morse, J. S.; Lalonde, T.; Xu, S.; Liu, W. R.",ChemBioChem,3005527412.0,#3842,,2020.0,158
,CZI,News,10.1002/cind.842_3.x,,,,"Chinese scientists released genetic information on the coronavirus causing an outbreak of SARS-like illness in Wuhan, China. The Vaccine Research Institute at the US National Institutes of Health (NIH) immediately began development of a new vaccine. After the 2003 SARS outbreak, it took 20 months from the release of the viral genome to get a vaccine ready for human trials. The zika virus took six months. Now, the NIH is pushing to have a vaccine ready for testing in three to six months. The race is on. The NIH team took the template for a SARS vaccine and swapped enough code from the new virus to start a new vaccine. Researchers, having experience with SARS, already knew which part of the virus to choose for the vaccine’s antigen, a sort of red flag for the immune system. This synthetic antigen will prod the body to make antibodies.",2020-01-01,,Chemistry & Industry,2973850158.0,#2705,,2020.0,147
,CZI,"Machine Learning, COVID-19 (2019-nCoV), and multi-OMICS",10.1002/cyto.a.23990,,,,"The primary plan of my editorial for this month was to highlight and comment on the special issue of this month: “Machine Learning for Single Cell Data”. I wish to emphasize and thank the Guest Editors of this special issue, Yvan Saeys and Greg Finak, for their outstanding success and hard work to assemble excellent manuscripts for this issue. I am referring to their guest editorial giving you more details on aims and scopes and elaborating on specific articles. I started drafting this editorial while attending the annual Photonics West conference in San Francisco, presumably the largest showcase on photonics technologies and instrumentation. Scientifically, the sub‐conference BIOS demonstrated the broadness and vividness of photonics technologies in life sciences and particularly in single cell analysis. When searching for relevant literature for this editorial, I was also tracking the actual global developments. This brought me to change my focus and comment on some issues that are relevant to our field and somewhat related to that of the special issue. First of all, Nature Methods announced their Method of the Year 2019 1. It is: “Single‐cell multimodal omics” and acknowledges (among others) the important contribution of highly multiplexed flow cytometry and cell sorting to the increased understanding of single cell biology and cell systems. This is motivating and confirms that cytometry is receiving the focus of attention. Concurrently, in the last weeks the relevance of the recent COVID‐19 (2019‐nCoV) outbreak and its effects started to become evident as everybody was monitoring the number of cases registered globally 2. As conference chairs, we were facing the fact that many of our speakers and colleagues became unavailable. Not only that, but the eeriness of the infection (it is transmissible already during its asymptomatic latency period of up to two weeks, recent results indicate even longer) gave many attendees an uneasy feeling. This brings me to two points worth discussing. (a) Are large scale conferences with global attendance still state of the art or should they be rethought; and (b) to what extent can cytometry support global efforts in various fields of epidemic outbreaks of infectious diseases? In the past one to two decades the world faced several outbreaks of different viral infections that were luckily not as disastrous as initially anticipated but still claimed victims. These were coronaviruses such as the Severe Acute Respiratory Syndrome coronavirus (SARS‐CoV) in 2002/2003, the Middle East Respiratory Syndrome coronavirus (MERS‐CoV) with occasional outbreaks since 2012 or influenza viruses like the H1N1 pandemic in 2009/2010. It is only a matter of time until other pandemics follow. Global travel for work and leisure supports viral spread and can transport the infection to nearly all places of the globe within days. Global conferences contribute to such a rapid spread and one should reconsider this model of scientific exchange from time to time and scrutinize potential alternatives. Models for sustainable international conferences are under testing and combine venues in close proximity to institutions with a substantial expertise on the focus area of the conference with virtual participation and contribution by internet for participants on more distant places. Although personal meetings are essential for optimal information exchange, a reduction in travel would not only reduce the risk of dissemination of disease but, as a side effect, could result in budgetary savings, reduce travel‐related emissions (in the wake of Greta), and eliminate jetlag. Now, what can Cytometry do for help in pandemics? Cytometry has already supported several achievements as a quick and non‐representative literature search shows. Image cytometry methods 3 and bead‐based flow cytometry methods 4 are at hand to enable for screening and detecting antibody virus interactions and detect viral antigens. Airway memory T‐cells and viral E protein mutations have been identified in CoV infections a potential targets for vaccine strategies 5, 6. Immune responses seem to be indicative of disease severity 6, 7 but more studies are needed to have a practical assay for decision making at hand. In fact, easy to use and rapid assays derived from Cytomics or multi‐OMICS approaches are needed to rapidly distinguish severe from mild cases and identify future critically ill individuals before symptom onset. Such a test would clearly take the pressure off of the clinicians because only those with high probability to becoming critically ill would receive intensive care early. Hopefully we will see more related studies in this journal in the near future.",2020-01-01,"Tárnok, Attila",Cytometry Part A,2949717189.0,#5479,,2020.0,728
,CZI,Angiotensin receptor blockers as tentative SARS-CoV-2 therapeutics,10.1002/ddr.21656,,32129518.0,,"At the time of writing this commentary (February 2020), the coronavirus COVID-19 epidemic has already resulted in more fatalities compared with the SARS and MERS coronavirus epidemics combined. Therapeutics that may assist to contain its rapid spread and reduce its high mortality rates are urgently needed. Developing vaccines against the SARS-CoV-2 virus may take many months. Moreover, vaccines based on viral-encoded peptides may not be effective against future coronavirus epidemics, as virus mutations could make them futile. Indeed, new Influenza virus strains emerge every year, requiring new immunizations. A tentative suggestion based on existing therapeutics, which would likely be resistant to new coronavirus mutations, is to use available angiotensin receptor 1 (AT1R) blockers, such as losartan, as therapeutics for reducing the aggressiveness and mortality from SARS-CoV-2 virus infections. This idea is based on observations that the angiotensin-converting enzyme 2 (ACE2) very likely serves as the binding site for SARS-CoV-2, the strain implicated in the current COVID-19 epidemic, similarly to strain SARS-CoV implicated in the 2002-2003 SARS epidemic. This commentary elaborates on the idea of considering AT1R blockers as tentative treatment for SARS-CoV-2 infections, and proposes a research direction based on datamining of clinical patient records for assessing its feasibility.",2020-01-01,"Gurwitz, David",Drug Dev Res,2002765492.0,#4134,,2020.0,199
,CZI,COVID-19: Lessons from SARS and MERS,10.1002/eji.202070035,,32104909.0,,"Within weeks of the first cases, a series of papers were released detailing the epidemiology of the disease (now termed COVID‐19) [1-3]. By early January 2020 the virus was identified and the sequence determined. The virus (termed SARS‐CoV‐2) shares 88% sequence identity to two coronaviruses found in bats, bat‐SLCoVZC45 and bat‐SL‐CoVZXC21, 79% identity with the Severe Acute Respiratory Syndrome (SARS) coronavirus and 50% identity with Middle Eastern Respiratory Syndrome (MERS) coronavirus [4]. From the first cohort of patients, 8 complete genomes were 99.9% identical in sequence. Given that the typical RNA coronavirus evolves at a rate of 104 nucleotide substitutions per year, this suggests a recent single source emergence in early December or late November 2019 [4]. SARS‐CoV‐2 is thought to be transmitted via contaminated hands, surfaces and aerosolised droplets; extensive human‐to‐human transmission is evident, with clusters of infected families and medical staff [5]. The number of confirmed cases has increased rapidly, at a rate that far outstripped the rate of rise of cases of SARS in 2002/3, raising serious global health concerns. By the 21st January, COVID‐19 cases were widespread across mainland China, soon spreading beyond the Chinese borders.",2020-01-01,"Park, Mirae; Thwaites, Ryan S.; Openshaw, Peter J. M.",European journal of immunology,2950551830.0,#3882,,2020.0,190
,CZI,The indispensable role of emergency medicine in national preparedness for high consequence infectious diseases (HCIDs),10.1002/emp2.12041,,,,,2020-01-01,"Sánchez, Sarimer M.; Shenoy, Erica S.; Biddinger, Paul D.",Journal of the American College of Emergency Physicians Open,2317345803.0,#2556,,2020.0,0
,CZI,Novel coronavirus pneumonia combined with viral conjunctivitis: three cases report,10.1002/hep.20111,,,,"Since January 2020, as ophthalmologists working at the center of the novel coronavirus pneumonia (NCP) outbreak in Wuhan, China, we found 3 cases in 30 NCP patients with binocular conjunctivitis. Of them, one case visited for conjunctivitis as a first symptom and then diagnosed as NCP, and two cases visited for binocular conjunctivitis during the NCP onset. In 3 patients, conjunctivitis was manifested as signs of viral conjunctivitis from mild to moderate. Their symptoms of two patients disappeared after treatment with antiviral eyedrops for 7 to 10 days and another patient died of NCP. Interestingly,although we detected positive viral nucleic acid in the conjunctiva sacs of 2 of other 27 NCP patients by using swabs and RT-PCR technology, no conjunctivitis occurred in these two patients.",2020-01-01,"YE, Ya; SONG, Yanping; YAN, Ming; HU, Cheng; CHEN, Xiao; YU, Juan; REN, Xingfeng",Chinese Journal of Experimental Ophthalmology,2090258227.0,#2082,,2020.0,125
,CZI,Recent advances in the detection of respiratory virus infection in humans,10.1002/jmv.25674,,31944312.0,,"Respiratory tract viral infection caused by viruses or bacteria is one of the most common diseases in human worldwide, while those caused by emerging viruses, such as the novel coronavirus, 2019-nCoV that caused the pneumonia outbreak in Wuhan, China most recently, have posed great threats to global public health. Identification of the causative viral pathogens of respiratory tract viral infections is important to select an appropriate treatment, save people's lives, stop the epidemics, and avoid unnecessary use of antibiotics. Conventional diagnostic tests, such as the assays for rapid detection of antiviral antibodies or viral antigens, are widely used in many clinical laboratories. With the development of modern technologies, new diagnostic strategies, including multiplex nucleic acid amplification and microarray-based assays, are emerging. This review summarizes currently available and novel emerging diagnostic methods for the detection of common respiratory viruses, such as influenza virus, human respiratory syncytial virus (RSV), coronavirus, human adenovirus (hAdV), and human rhinovirus (hRV). Multiplex assays for simultaneous detection of multiple respiratory viruses are also described. It is anticipated that such data will assist researchers and clinicians to develop appropriate diagnostic strategies for timely and effective detection of respiratory virus infections. This article is protected by copyright. All rights reserved.",2020-01-01,"Zhang, N.; Wang, L.; Deng, X.; Liang, R.; Su, M.; He, C.; Hu, L.; Su, Y.; Ren, J.; Yu, F.; Du, L.; Jiang, S.",Journal of medical virology,2999535351.0,#2,,2020.0,201
,CZI,"Emerging coronaviruses: Genome structure, replication, and pathogenesis",10.1002/jmv.25681,,,,"The recent emergence of a novel coronavirus (2019-nCoV), which is causing an outbreak of unusual viral pneumonia in patients in Wuhan, a central city in China, is another warning of the risk of CoVs posed to public health. In this minireview, we provide a brief introduction of the general features of CoVs and describe diseases caused by different CoVs in humans and animals. This review will help understand the biology and potential risk of CoVs that exist in richness in wildlife such as bats.",2020-01-01,"Chen, Y.; Liu, Q.; Guo, D.",Journal of Medical Virology,3001456238.0,#989,,2020.0,84
,CZI,Homologous recombination within the spike glycoprotein of the newly identified coronavirus may boost cross-species transmission from snake to human,10.1002/jmv.25682,,31967321.0,,"The current outbreak of viral pneumonia in the city of Wuhan, China, was caused by a novel coronavirus designated 2019-nCoV by the World Health Organization, as determined by sequencing the viral RNA genome. Many patients were potentially exposed to wildlife animals at the Huanan seafood wholesale market, where poultry, snake, bats, and other farm animals were also sold. To determine the possible virus reservoir, we have carried out comprehensive sequence analysis and comparison in conjunction with relative synonymous codon usage (RSCU) bias among different animal species based on existing sequences of the newly identified coronavirus 2019-nCoV. Results obtained from our analyses suggest that the 2019-nCoV appears to be a recombinant virus between the bat coronavirus and an origin-unknown coronavirus. The recombination occurred within the viral spike glycoprotein, which recognizes cell surface receptor. Additionally, our findings suggest that snake is the most probable wildlife animal reservoir for the 2019-nCoV based on its RSCU bias resembling snake compared to other animals. Taken together, our results suggest that homologous recombination within the spike glycoprotein may contribute to cross-species transmission from snake to humans. This article is protected by copyright. All rights reserved.",2020-01-01,"Ji, W.; Wang, W.; Zhao, X.; Zai, J.; Li, X.",Journal of medical virology,3000771439.0,#17,,2020.0,189
,CZI,Global Health Concern Stirred by Emerging Viral Infections,10.1002/jmv.25683,,,,"Emerging viral infections continue to pose a major threat to global public health. In 1997, a highly pathogenic avian influenza A (H5N1) virus was found to directly spread from poultry to humans unlike previously reported transmission routs of human-to-human and livestock-to-human, stirring a grave concern for a possible influenza pandemic. This article is protected by copyright. All rights reserved.",2020-01-01,"Luo, G. G.; Gao, S. J.",Journal of medical virology,3000796089.0,#124,,2020.0,59
,CZI,The 2019‐new coronavirus epidemic: Evidence for virus evolution,10.1002/jmv.25688,,,,"There is a worldwide concern about the new coronavirus 2019‐nCoV as a global public health threat. In this article, we provide a preliminary evolutionary and molecular epidemiological analysis of this new virus. A phylogenetic tree has been built using the 15 available whole genome sequences of 2019‐nCoV, 12 whole genome sequences of 2019‐nCoV, and 12 highly similar whole genome sequences available in gene bank (five from the severe acute respiratory syndrome, two from Middle East respiratory syndrome, and five from bat SARS‐like coronavirus). Fast unconstrained Bayesian approximation analysis shows that the nucleocapsid and the spike glycoprotein have some sites under positive pressure, whereas homology modeling revealed some molecular and structural differences between the viruses. The phylogenetic tree showed that 2019‐nCoV significantly clustered with bat SARS‐like coronavirus sequence isolated in 2015, whereas structural analysis revealed mutation in Spike Glycoprotein and nucleocapsid protein. From these results, the new 2019‐nCoV is distinct from SARS virus, probably trasmitted from bats after mutation conferring ability to infect humans.",2020-01-01,"Benvenuto, Domenico; Giovanetti, Marta; Ciccozzi, Alessandra; Spoto, Silvia; Angeletti, Silvia; Ciccozzi, Massimo",Journal of Medical Virology,,#2364,,2020.0,163
,CZI,"Updated understanding of the outbreak of 2019 novel coronavirus (2019&#8208;nCoV) in Wuhan, China",10.1002/jmv.25689,,,,"To help health workers and the public recognize and deal with the 2019 novel coronavirus (2019&#8208;nCoV) quickly, effectively, and calmly with an updated understanding. A comprehensive search from Chinese and worldwide official websites and announcements was performed between 1 December 2019 and 9:30 am 26 January 2020 (Beijing time). A latest summary of 2019&#8208;nCoV and the current outbreak was drawn. Up to 24 pm, 25 January 2020, a total of 1975 cases of 2019&#8208;nCoV infection were confirmed in mainland China with a total of 56 deaths having occurred. The latest mortality was approximately 2.84% with a total of 2684 cases still suspected. The China National Health Commission reported the details of the first 17 deaths up to 24 pm, 22 January 2020. The deaths included 13 males and 4 females. The median age of the people who died was 75 (range 48&#8208;89) years. Fever (64.7%) and cough (52.9%) were the most common first symptoms among those who died. The median number of days from the occurence of the first symptom to death was 14.0 (range 6&#8208;41) days, and it tended to be shorter among people aged 70 years or more (11.5 [range 6&#8208;19] days) than those aged less than 70 years (20 [range 10&#8208;41] days; <i>P</i>&#8201;=&#8201;.033). The 2019&#8208;nCoV infection is spreading and its incidence is increasing nationwide. The first deaths occurred mostly in elderly people, among whom the disease might progress faster. The public should still be cautious in dealing with the virus and pay more attention to protecting the elderly people from the virus. <list style=""bulleted"" compact=""yes""> <listItem><br></br>The 2019&#8208;nCoV infection is spreading and its incidence is increasing nationwide. The first occurred deaths were majorly elderly people who might have faster disease progression. Although the current mortality is lower than that of the SARS&#8208;CoV and the MERS&#8208;CoV, it seems that the 2019&#8208;nCoV is very contagious. The public should still be cautious in dealing with the virus and pay more attention to protecting the elderly people from the virus.",2020-01-01,"Wang, Weier; Tang, Jianming; Wei, Fangqiang",Journal of Medical Virology,3003790823.0,#1264,,2020.0,328
,CZI,Potential of large 'first generation' human-to-human transmission of 2019-nCoV,10.1002/jmv.25693,,31997390.0,,"To investigate the genetic diversity, time origin, and evolutionary history of the 2019-nCoV outbreak in China and Thailand, a total of 12 genome sequences of the virus with known sampling date (24 December 2019 and 13 January 2020) and geographic location (primarily Wuhan city, Hubei Province, China, but also Bangkok, Thailand) were analyzed. Phylogenetic and likelihood-mapping analyses of these genome sequences were performed. Based on our results, the star-like signal and topology of 2019-nCoV may be indicative of potentially large 'first generation' human-to-human virus transmission. We estimated that 2019-nCoV likely originated in Wuhan on 9 November 2019 (95% credible interval: 25 September 2019 and 19 December 2019), and that Wuhan is the major hub for the spread of the 2019-nCoV outbreak in China and elsewhere. Our results could be useful for designing effective prevention strategies for 2019-nCoV in China and beyond. This article is protected by copyright. All rights reserved.",2020-01-01,"Li, X.; Zai, J.; Wang, X.; Li, Y.",Journal of medical virology,3003224476.0,#73,,2020.0,150
,CZI,Updates on Wuhan 2019 Novel Coronavirus Epidemic,10.1002/jmv.25695,,,,"Abstract What emerged in December 2019 as a cluster of respiratory ailments with inexplicable etiological findings in Wuhan has now claimed roughly 259 lives, sickened nearly 12 thousand more, and spread to at least 26 more nations including Hong Kong, Taiwan and Macao. This article is protected by copyright. All rights reserved.",2020-01-01,"Kofi Ayittey, Foster; Dzuvor, Christian; Kormla Ayittey, Matthew; Bennita Chiwero, Nyasha; Habib, Ahmed",Journal of Medical Virology,3005053690.0,#225,,2020.0,52
,CZI,Immunoinformatics-aided identification of T cell and B cell epitopes in the surface glycoprotein of 2019-nCoV,10.1002/jmv.25698,,,,"Abstract The 2019 novel coronavirus (2019-nCoV) outbreak has caused a large number of deaths with thousands of confirmed cases worldwide, especially in East Asia. This study took an immunoinformatics approach to identify significant cytotoxic T lymphocyte (CTL) and B cell epitopes in the 2019-nCoV surface glycoprotein. Also, interactions between identified CTL epitopes and their corresponding MHC class I supertype representatives prevalent in China were studied by molecular dynamics simulations. We identified five CTL epitopes, three sequential B cell epitopes and five discontinuous B cell epitopes in the viral surface glycoprotein. Also, during simulations, the CTL epitopes were observed to be binding MHC class I peptide-binding grooves via multiple contacts, with continuous hydrogen bonds and salt bridge anchors, indicating their potential in generating immune responses. Some of these identified epitopes can be potential candidates for development of 2019-nCoV vaccines. This article is protected by copyright. All rights reserved.",2020-01-01,"Baruah, Vargab; Bose, Sujoy",Journal of Medical Virology,3005011674.0,#344,,2020.0,147
,CZI,The first two cases of 2019-nCoV in Italy: where they come from?,10.1002/jmv.25699,,,,"ABSTRACT A novel Coronavirus, 2019-nCoV, has been identified as the causal pathogen of an ongoing epidemic, with the first cases reported in Wuhan, China, last December 2019, and has since spread to other countries worldwide, included Europe and very recently Italy. In this short report, phylogenetic reconstruction was used to better understand the transmission dynamic of the virus from its first introduction in China focusing on the more recent evidence of infection in a couple of Chinese tourists arrived in Italy on 23rd January 2020 and labeled as Coronavirus Italian cases. A Maximum Clade Credibility tree has been built using a dataset of 54 genome sequences of 2019-nCoV plus 2 closely related bat strains (SARS-like CoV) available in GeneBank. Bayesian time-scaled phylogenetic analysis was implemented in BEAST 1.10.4. The Bayesian phylogenetic reconstruction showed that the 2019-2020 nCoV firstly introduced in Wuhan on the 25th November 2019, started epidemic transmission reaching many countries worldwide, including Europe and Italy where the two strains isolated dated back 19th January 2020, the same that the Chinese tourists arrived in Italy. Strains isolated outside China were intermixed with strains isolated in China as evidence of likely imported cases in Rome, Italy and Europe, as well. In conclusion, this report suggests that further spread of 2019-nCoV epidemic was supported by human mobility and that quarantine of suspected or diagnosed cases is useful to prevent further transmission. Viral genome phylogenetic analysis represents a useful tool for evaluation of transmission dynamics and preventive action. This article is protected by copyright. All rights reserved.",2020-01-01,"Giovanetti, Marta; Benvenuto, Domenico; Angeletti, Silvia; Ciccozzi, Massimo",Journal of Medical Virology,3004815273.0,#321,,2020.0,255
,CZI,Genomic variance of the 2019-nCoV coronavirus,10.1002/jmv.25700,,,,"Abstract There is rising global concern for the recently emerged novel Coronavirus (2019-nCov). Full genomic sequences have been released by the worldwide scientific community in the last few weeks in order to understand the evolutionary origin and molecular characteristics of this virus. Taking advantage of all the genomic information currently available, we constructed a phylogenetic tree including also representatives of other coronaviridae, such as Bat coronavirus (BCoV) and SARS. We confirm high sequence similarity (>99%) between all sequenced 2019-nCoVs genomes available, with the closest BCoV sequence sharing 96.2% sequence identity, confirming the notion of a zoonotic origin of 2019-nCoV. Despite the low heterogeneity of the 2019-nCoV genomes, we could identify at least two hyper-variable genomic hotspots, one of which is responsible for a Serine/Leucine variation in the viral ORF8-encoded protein. Finally, we perform a full proteomic comparison with other coronaviridae, identifying key aminoacidic differences to be considered for antiviral strategies deriving from previous anti-coronavirus approaches. This article is protected by copyright. All rights reserved.",2020-01-01,"Ceraolo, Carmine; Giorgi, Federico M.",Journal of Medical Virology,3004499272.0,#421,,2020.0,164
,CZI,Transmission dynamics and evolutionary history of 2019-nCoV,10.1002/jmv.25701,,,,"Abstract To investigate the time origin, genetic diversity, and transmission dynamics of the recent 2019-nCoV outbreak in China and beyond, a total of 32 genomes of virus strains sampled from China, Thailand, and USA with sampling dates between 24 December 2019 and 23 January 2020 were analyzed. Phylogenetic, transmission network, and likelihood-mapping analyses of the genome sequences were performed. Based on likelihood-mapping analysis, the increasing tree-like signals (from 0 to 8.2%, 18.2%, and 25.4%) over time may be indicative of increasing genetic diversity of 2019-nCoV in human hosts. We identified three phylogenetic clusters using the Bayesian inference framework and three transmission clusters using transmission network analysis, with only one cluster identified by both methods using the above genome sequences of 2019-nCoV strains. The estimated mean evolutionary rate for 2019-nCoV ranged from 1.7926 ? 10-3 to 1.8266 ? 10-3 substitutions per site per year. Based on our study, undertaking epidemiological investigations and genomic data surveillance could positively impact public health in terms of guiding prevention efforts to reduce 2019-nCOV transmission in real time. This article is protected by copyright. All rights reserved.",2020-01-01,"Li, Xingguang; Wang, Wei; Zhao, Xiaofang; Zai, Junjie; Zhao, Qiang; Li, Yi; Chaillon, Antoine",Journal of Medical Virology,3004826757.0,#396,,2020.0,181
,CZI,Evolving status of the 2019 novel coronavirus Infection: proposal of conventional serologic assays for disease diagnosis and infection monitoring [Commentary/Review],10.1002/jmv.25702,,,,"Abstract The novel coronavirus (nCoV-2019) outbreak in Wuhan, China has spread rapidly nationwide, with some cases occurring in other parts of the world. Although most patients present with mild febrile illness with patchy pulmonary inflammation, a significant portion develop severe acute respiratory distress syndrome (ARDS), with a current case fatality of 2.3-3%. Diagnosis is based on clinical history and laboratory and chest radiographic findings, but confirmation currently relies on nucleic acid-based assays. The latter are playing an important role in facilitating patient isolation, treatment and assessment of infectious activities. However, due to their limited capacity to handle an epidemic of the current scale and insufficient supply of assay kits, only a portion of suspected cases can be tested, leading to incompleteness and inaccuracy in updating new cases, as well as delayed diagnosis. Furthermore, there has not been enough time to assess specificity and sensitivity. Conventional serological assays, such as enzyme-linked immunoassay (ELISA) for specific IgM and IgG antibodies, should offer a high-throughput alternative, which allows for uniform tests for all suspected patients, and can facilitate more complete identification of infected cases and avoidance of unnecessary cross infection among unselected patients. This article is protected by copyright. All rights reserved.",2020-01-01,"Xiao, Shu-Yuan; Wu, Yingjie; Liu, Huan",Journal of Medical Virology,3005036059.0,#529,,2020.0,199
,CZI,The progress of 2019 Novel Coronavirus (2019-nCoV) event in China,10.1002/jmv.25705,,32048741.0,,"It has been more than one month since the first 2019-nCov infected person was diagnosed. However, the number of cumulative cases is keeping upward, including the severe cases and death cases. It has been proved that droplets transmission is the major route for 2019-nCov infection, and interpersonal contact could also cause the disease. Due to the fast-growing of Wuhan pneumonia and relative low cure rate, Chinese government is facing great challenges, and has taken emergency measures on disease prevention and clinical treatment, including population mobility control, building five or more hospitals for Wuhan pneumonia treatment, such as ""Huo Shen Shan"" hospital as well as developing a specific vaccine. In the meanwhile, the government shared the updated Genome Sequence of 2019-nCoV to the public, and scientists from China and oversea are working tightly and efficiently on public health emergency. This article is protected by copyright. All rights reserved.",2020-01-01,"Guan, Wang; Xian, Jin",J Med Virol,3005586597.0,#774,,2020.0,147
,CZI,Economic Impacts of Wuhan 2019-nCoV on China and the World,10.1002/jmv.25706,,32048740.0,,"Uncertainties over the Wuhan 2019 Novel Coronavirus (2019-nCoV), which has killed 1,017 people and sickened more than 43,100 as of Feb 11,(1) has interrupted global trade and supply chains, depressed asset prices, and forced multinational businesses to make hard decisions with limited information. This article is protected by copyright. All rights reserved.",2020-01-01,"Ayittey, Foster Kofi; Ayittey, Matthew Kormla; Chiwero, Nyasha Bennita; Kamasah, Japhet Senyo; Dzuvor, Christian",J Med Virol,3005741104.0,#799,,2020.0,52
,CZI,Potential Interventions for Novel Coronavirus in China: A Systemic Review,10.1002/jmv.25707,,32052466.0,,"An outbreak of a novel coronavirus (COVID-19 or 2019-CoV) infection has posed significant threats to international health and the economy. In the absence of treatment for this virus, there is an urgent need to find alternative methods to control the spread of disease. Here, we have conducted an online search for all treatment options related to coronavirus infections as well as some RNA virus infection and we have found that general treatments, coronavirus-specific treatments, and antiviral treatments should be useful in fighting COVID-19. We suggest that the nutritional status of each infected patient should be evaluated before the administration of general treatments and the current children's RNA virus vaccines including influenza vaccine should be immunized for uninfected people and health care workers. In addition, convalescent plasma should be given to COVID-19 patients if it is available. In conclusion, we suggest that all the potential interventions be implemented to control the emerging COVID-19 if the infection is uncontrollable. This article is protected by copyright. All rights reserved.",2020-01-01,"Zhang, Lei; Liu, Yunhui",J Med Virol,3006252254.0,#854,,2020.0,166
,CZI,Does SARS-CoV-2 has a longer incubation period than SARS and MERS?,10.1002/jmv.25708,,,,"Abstract The outbreak of a novel coronavirus (SARS-CoV-2) since Dec 2019 in Wuhan, the major transportation hub in central China, became an emergency of major international concern. While several etiological studies have begun to reveal the specific biological features of this virus, the epidemic characteristics need to be elucidated. Notably, a long incubation time was reported to be associated with SARS-CoV-2 infection, leading to adjustments in screening and control policies. To avoid the risk of virus spread, all potentially exposed subjects are required to be isolated for 14 days, which is the longest predicted incubation time. However, based on our analysis of a larger dataset available so far, we find there is no observable difference between the incubation time for SARS-CoV-2, SARS and MERS, highlighting the need for larger and well annotated datasets. This article is protected by copyright. All rights reserved.",2020-01-01,"Jiang, Xuan; Rayner, Simon; Luo, Min-Hua",Journal of Medical Virology,3005802419.0,#857,,2020.0,142
,CZI,"Overlapping and discrete aspects of the pathology and pathogenesis of the emerging human pathogenic coronaviruses SARS-CoV, MERS-CoV, and 2019-nCoV",10.1002/jmv.25709,,,,"Abstract First reported from Wuhan, PR China, on 31 December 2019, the ongoing outbreak of a novel coronavirus (2019-nCoV) causes great global concerns. Based on the advice of the International Health Regulations Emergency Committee and the fact that to date 24 other countries also reported cases, the WHO Director-General declared that the outbreak of 2019-nCoV constitutes a Public Health Emergency of International Concern on 30 January 2020. Together with the other two highly pathogenic coronaviruses, the severe acute respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus (MERS-CoV), 2019-nCov and other yet to be identified coronaviruses pose a global threat to public health. In this mini-review, we provide a brief introduction on the pathology and pathogenesis of SARS-CoV and MERS-CoV, and extrapolate this knowledge to the newly identified 2019-nCoV. This article is protected by copyright. All rights reserved.",2020-01-01,"Liu, Jia; Zheng, Xin; Tong, Qiaoxia; Li, Wei; Wang, Baoju; Sutter, Kathrin; Trilling, Mirko; Lu, Mengji; Dittmer, Ulf; Yang, Dongliang",Journal of Medical Virology,3005949806.0,#856,,2020.0,139
